departamento,cultivo,anio,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
quindio,ahuyama,2007,2007A,18.0,18.0,458.0,25.0,transitorio
quindio,ahuyama,2007,2007A,17.0,17.0,425.0,25.0,transitorio
quindio,ahuyama,2007,2007A,11.0,11.0,207.0,18.82,transitorio
quindio,ahuyama,2007,2007A,4.0,4.0,80.0,20.0,transitorio
quindio,ahuyama,2007,2007A,3.0,3.0,43.0,17.0,transitorio
santander,ahuyama,2007,2007A,60.0,57.0,1881.0,33.0,transitorio
santander,ahuyama,2007,2007A,16.0,12.0,180.0,15.0,transitorio
santander,ahuyama,2007,2007A,16.0,14.0,323.0,23.07,transitorio
santander,ahuyama,2007,2007A,1.0,1.0,40.0,40.0,transitorio
sucre,ahuyama,2007,2007A,58.0,58.0,176.0,3.03,transitorio
sucre,ahuyama,2007,2007A,3.0,3.0,7.0,2.3,transitorio
tolima,ahuyama,2007,2007A,210.0,165.0,2790.0,16.91,transitorio
tolima,ahuyama,2007,2007A,65.0,35.0,685.0,19.57,transitorio
tolima,ahuyama,2007,2007A,12.0,10.0,149.0,14.9,transitorio
valle del cauca,ahuyama,2007,2007A,54.0,50.0,700.0,14.0,transitorio
valle del cauca,ahuyama,2007,2007A,35.0,20.0,300.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007A,25.0,23.0,414.0,18.0,transitorio
valle del cauca,ahuyama,2007,2007A,21.0,21.0,420.0,20.0,transitorio
valle del cauca,ahuyama,2007,2007A,20.0,8.0,84.0,10.5,transitorio
valle del cauca,ahuyama,2007,2007A,15.0,15.0,230.0,15.33,transitorio
valle del cauca,ahuyama,2007,2007A,15.0,14.0,243.0,18.0,transitorio
valle del cauca,ahuyama,2007,2007A,11.0,11.0,210.0,20.0,transitorio
valle del cauca,ahuyama,2007,2007A,10.0,10.0,200.0,20.0,transitorio
valle del cauca,ahuyama,2007,2007A,10.0,10.0,150.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007A,6.0,6.0,78.0,13.0,transitorio
valle del cauca,ahuyama,2007,2007A,6.0,6.0,90.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007A,5.0,5.0,80.0,16.0,transitorio
valle del cauca,ahuyama,2007,2007A,5.0,5.0,100.0,20.0,transitorio
valle del cauca,ahuyama,2007,2007A,5.0,5.0,74.0,16.4,transitorio
magdalena,aji,2006,2006B,47.0,44.0,377.0,8.57,transitorio
valle del cauca,ahuyama,2007,2007A,2.0,1.0,16.0,15.6,transitorio
valle del cauca,ahuyama,2007,2007A,1.0,1.0,15.0,15.0,transitorio
amazonas,ahuyama,2007,2007B,10.0,10.0,38.0,3.8,transitorio
antioquia,ahuyama,2007,2007B,80.0,80.0,800.0,10.0,transitorio
atlantico,ahuyama,2007,2007B,50.0,40.0,120.0,3.0,transitorio
atlantico,ahuyama,2007,2007B,15.0,12.0,240.0,20.0,transitorio
atlantico,ahuyama,2007,2007B,10.0,7.0,35.0,5.0,transitorio
atlantico,ahuyama,2007,2007B,10.0,7.0,18.0,2.5,transitorio
atlantico,ahuyama,2007,2007B,8.0,3.0,2.0,0.5,transitorio
atlantico,ahuyama,2007,2007B,3.0,3.0,10.0,4.0,transitorio
bolivar,ahuyama,2007,2007B,120.0,16.0,48.0,3.0,transitorio
bolivar,ahuyama,2007,2007B,100.0,40.0,248.0,6.2,transitorio
bolivar,ahuyama,2007,2007B,80.0,20.0,100.0,5.0,transitorio
bolivar,ahuyama,2007,2007B,35.0,25.0,125.0,5.0,transitorio
bolivar,ahuyama,2007,2007B,20.0,8.0,32.0,4.0,transitorio
boyaca,ahuyama,2007,2007B,8.0,8.0,120.0,15.0,transitorio
boyaca,ahuyama,2007,2007B,5.0,5.0,20.0,4.0,transitorio
boyaca,ahuyama,2007,2007B,3.0,3.0,5.0,1.8,transitorio
boyaca,ahuyama,2007,2007B,2.0,2.0,80.0,40.0,transitorio
cauca,ahuyama,2007,2007B,47.0,30.0,360.0,12.0,transitorio
cauca,ahuyama,2007,2007B,43.0,30.0,300.0,10.0,transitorio
cauca,ahuyama,2007,2007B,28.0,28.0,224.0,8.0,transitorio
cauca,ahuyama,2007,2007B,25.0,25.0,350.0,14.0,transitorio
cauca,ahuyama,2007,2007B,10.0,6.0,60.0,10.0,transitorio
cauca,ahuyama,2007,2007B,8.0,8.0,80.0,10.0,transitorio
cesar,ahuyama,2007,2007B,380.0,190.0,1900.0,10.0,transitorio
cordoba,ahuyama,2007,2007B,38.0,38.0,698.0,18.37,transitorio
cordoba,ahuyama,2007,2007B,13.0,8.0,56.0,7.0,transitorio
cundinamarca,ahuyama,2007,2007B,30.0,25.0,250.0,10.0,transitorio
cundinamarca,ahuyama,2007,2007B,20.0,20.0,250.0,12.5,transitorio
huila,ahuyama,2007,2007B,100.0,100.0,1800.0,18.0,transitorio
huila,ahuyama,2007,2007B,28.0,28.0,518.0,18.5,transitorio
huila,ahuyama,2007,2007B,15.0,15.0,225.0,15.0,transitorio
huila,ahuyama,2007,2007B,12.0,12.0,228.0,19.0,transitorio
huila,ahuyama,2007,2007B,10.0,10.0,150.0,15.0,transitorio
huila,ahuyama,2007,2007B,8.0,8.0,144.0,18.0,transitorio
huila,ahuyama,2007,2007B,6.0,6.0,108.0,18.0,transitorio
huila,ahuyama,2007,2007B,5.0,5.0,75.0,15.0,transitorio
huila,ahuyama,2007,2007B,5.0,5.0,75.0,15.0,transitorio
huila,ahuyama,2007,2007B,5.0,5.0,70.0,14.0,transitorio
huila,ahuyama,2007,2007B,3.0,3.0,57.0,19.0,transitorio
huila,ahuyama,2007,2007B,2.0,2.0,45.0,22.5,transitorio
huila,ahuyama,2007,2007B,1.0,1.0,15.0,15.0,transitorio
la guajira,ahuyama,2007,2007B,128.0,123.0,1845.0,15.0,transitorio
la guajira,ahuyama,2007,2007B,60.0,55.0,275.0,5.0,transitorio
la guajira,ahuyama,2007,2007B,58.0,55.0,330.0,6.0,transitorio
la guajira,ahuyama,2007,2007B,30.0,15.0,105.0,7.0,transitorio
la guajira,ahuyama,2007,2007B,25.0,22.0,110.0,5.0,transitorio
la guajira,ahuyama,2007,2007B,24.0,20.0,120.0,6.0,transitorio
la guajira,ahuyama,2007,2007B,20.0,18.0,117.0,6.5,transitorio
la guajira,ahuyama,2007,2007B,15.0,14.0,70.0,5.0,transitorio
magdalena,ahuyama,2007,2007B,200.0,160.0,3200.0,20.0,transitorio
magdalena,ahuyama,2007,2007B,40.0,35.0,560.0,16.0,transitorio
norte de santander,ahuyama,2007,2007B,5.0,5.0,75.0,15.0,transitorio
norte de santander,ahuyama,2007,2007B,2.0,2.0,30.0,15.0,transitorio
quindio,ahuyama,2007,2007B,32.0,32.0,515.0,16.0,transitorio
quindio,ahuyama,2007,2007B,17.0,17.0,389.0,22.88,transitorio
quindio,ahuyama,2007,2007B,12.0,12.0,290.0,24.17,transitorio
quindio,ahuyama,2007,2007B,7.0,7.0,121.0,17.3,transitorio
quindio,ahuyama,2007,2007B,7.0,7.0,60.0,8.57,transitorio
quindio,ahuyama,2007,2007B,4.0,4.0,90.0,25.0,transitorio
quindio,ahuyama,2007,2007B,3.0,3.0,50.0,20.0,transitorio
santander,ahuyama,2007,2007B,80.0,60.0,1800.0,30.0,transitorio
tolima,ahuyama,2007,2007B,120.0,100.0,1000.0,10.0,transitorio
tolima,ahuyama,2007,2007B,45.0,40.0,800.0,20.0,transitorio
tolima,ahuyama,2007,2007B,9.0,9.0,270.0,30.0,transitorio
valle del cauca,ahuyama,2007,2007B,47.0,47.0,752.0,16.0,transitorio
valle del cauca,ahuyama,2007,2007B,30.0,30.0,540.0,18.0,transitorio
valle del cauca,ahuyama,2007,2007B,25.0,10.0,150.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007B,25.0,15.0,375.0,25.0,transitorio
valle del cauca,ahuyama,2007,2007B,20.0,10.0,85.0,8.5,transitorio
valle del cauca,ahuyama,2007,2007B,20.0,20.0,488.0,25.0,transitorio
valle del cauca,ahuyama,2007,2007B,19.0,19.0,323.0,17.0,transitorio
valle del cauca,ahuyama,2007,2007B,15.0,15.0,255.0,17.0,transitorio
valle del cauca,ahuyama,2007,2007B,15.0,15.0,220.0,14.67,transitorio
valle del cauca,ahuyama,2007,2007B,14.0,14.0,280.0,20.0,transitorio
valle del cauca,ahuyama,2007,2007B,10.0,10.0,196.0,20.0,transitorio
magdalena,aji,2006,2006B,47.0,32.0,373.0,11.66,transitorio
valle del cauca,ahuyama,2007,2007B,10.0,10.0,150.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007B,9.0,9.0,216.0,24.0,transitorio
valle del cauca,ahuyama,2007,2007B,9.0,9.0,162.0,18.0,transitorio
valle del cauca,ahuyama,2007,2007B,8.0,8.0,120.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007B,7.0,7.0,94.0,13.0,transitorio
valle del cauca,ahuyama,2007,2007B,7.0,7.0,72.0,11.08,transitorio
valle del cauca,ahuyama,2007,2007B,6.0,6.0,90.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007B,5.0,5.0,100.0,20.0,transitorio
valle del cauca,ahuyama,2007,2007B,3.0,3.0,27.0,9.0,transitorio
valle del cauca,ahuyama,2007,2007B,3.0,3.0,38.0,15.0,transitorio
valle del cauca,ahuyama,2007,2007B,1.0,1.0,10.0,20.0,transitorio
vichada,ahuyama,2007,2007B,56.0,29.0,39.0,1.34,transitorio
vichada,ahuyama,2007,2007B,3.0,3.0,10.0,3.33,transitorio
vichada,ahuyama,2007,2007B,2.0,2.0,10.0,5.0,transitorio
vichada,ahuyama,2007,2007B,2.0,2.0,6.0,3.0,transitorio
amazonas,ahuyama,2008,2008A,12.0,12.0,45.0,3.75,transitorio
antioquia,ahuyama,2008,2008A,80.0,80.0,800.0,10.0,transitorio
atlantico,ahuyama,2008,2008A,20.0,20.0,60.0,3.0,transitorio
atlantico,ahuyama,2008,2008A,17.0,12.0,36.0,3.0,transitorio
atlantico,ahuyama,2008,2008A,14.0,10.0,6.0,0.6,transitorio
atlantico,ahuyama,2008,2008A,10.0,10.0,4.0,0.4,transitorio
atlantico,ahuyama,2008,2008A,10.0,7.0,140.0,20.0,transitorio
atlantico,ahuyama,2008,2008A,8.0,6.0,24.0,4.0,transitorio
atlantico,ahuyama,2008,2008A,2.0,2.0,8.0,4.0,transitorio
bolivar,ahuyama,2008,2008A,160.0,160.0,2400.0,15.0,transitorio
bolivar,ahuyama,2008,2008A,158.0,158.0,1896.0,12.0,transitorio
bolivar,ahuyama,2008,2008A,65.0,65.0,390.0,6.0,transitorio
bolivar,ahuyama,2008,2008A,30.0,30.0,450.0,15.0,transitorio
bolivar,ahuyama,2008,2008A,30.0,30.0,360.0,12.0,transitorio
bolivar,ahuyama,2008,2008A,25.0,25.0,250.0,10.0,transitorio
boyaca,ahuyama,2008,2008A,8.0,8.0,120.0,15.0,transitorio
boyaca,ahuyama,2008,2008A,6.0,1.0,40.0,40.0,transitorio
boyaca,ahuyama,2008,2008A,5.0,5.0,9.0,1.8,transitorio
boyaca,ahuyama,2008,2008A,4.0,2.0,12.0,6.0,transitorio
caldas,ahuyama,2008,2008A,1.0,1.0,20.0,20.0,transitorio
cauca,ahuyama,2008,2008A,30.0,10.0,120.0,12.0,transitorio
cauca,ahuyama,2008,2008A,27.0,18.0,180.0,10.0,transitorio
cauca,ahuyama,2008,2008A,25.0,25.0,188.0,7.5,transitorio
cauca,ahuyama,2008,2008A,20.0,20.0,250.0,12.5,transitorio
cauca,ahuyama,2008,2008A,10.0,10.0,50.0,5.0,transitorio
cauca,ahuyama,2008,2008A,6.0,6.0,62.0,10.33,transitorio
cesar,ahuyama,2008,2008A,380.0,190.0,1900.0,10.0,transitorio
cordoba,ahuyama,2008,2008A,27.0,27.0,540.0,20.0,transitorio
cordoba,ahuyama,2008,2008A,10.0,10.0,150.0,15.0,transitorio
cordoba,ahuyama,2008,2008A,4.0,4.0,42.0,12.0,transitorio
cundinamarca,ahuyama,2008,2008A,35.0,29.0,330.0,11.38,transitorio
cundinamarca,ahuyama,2008,2008A,20.0,20.0,440.0,22.0,transitorio
cundinamarca,ahuyama,2008,2008A,20.0,20.0,250.0,12.5,transitorio
huila,ahuyama,2008,2008A,43.0,43.0,774.0,18.0,transitorio
huila,ahuyama,2008,2008A,25.0,25.0,375.0,15.0,transitorio
huila,ahuyama,2008,2008A,20.0,20.0,300.0,15.0,transitorio
huila,ahuyama,2008,2008A,15.0,15.0,225.0,15.0,transitorio
huila,ahuyama,2008,2008A,14.0,14.0,266.0,19.0,transitorio
huila,ahuyama,2008,2008A,10.0,10.0,150.0,15.0,transitorio
huila,ahuyama,2008,2008A,8.0,8.0,144.0,18.0,transitorio
huila,ahuyama,2008,2008A,6.0,6.0,108.0,18.0,transitorio
huila,ahuyama,2008,2008A,5.0,5.0,75.0,15.0,transitorio
huila,ahuyama,2008,2008A,5.0,5.0,75.0,15.0,transitorio
huila,ahuyama,2008,2008A,3.0,3.0,56.0,18.5,transitorio
huila,ahuyama,2008,2008A,3.0,3.0,57.0,19.0,transitorio
huila,ahuyama,2008,2008A,2.0,2.0,30.0,15.0,transitorio
huila,ahuyama,2008,2008A,1.0,1.0,15.0,15.0,transitorio
la guajira,ahuyama,2008,2008A,93.0,81.0,486.0,6.0,transitorio
la guajira,ahuyama,2008,2008A,46.0,42.0,336.0,8.0,transitorio
la guajira,ahuyama,2008,2008A,25.0,20.0,120.0,6.0,transitorio
la guajira,ahuyama,2008,2008A,24.0,24.0,120.0,5.0,transitorio
la guajira,ahuyama,2008,2008A,14.0,10.0,60.0,6.0,transitorio
magdalena,ahuyama,2008,2008A,90.0,33.0,528.0,16.0,transitorio
magdalena,ahuyama,2008,2008A,60.0,50.0,1000.0,20.0,transitorio
norte de santander,ahuyama,2008,2008A,3.0,3.0,45.0,15.0,transitorio
norte de santander,ahuyama,2008,2008A,2.0,2.0,30.0,15.0,transitorio
quindio,ahuyama,2008,2008A,17.0,17.0,365.0,22.0,transitorio
quindio,ahuyama,2008,2008A,16.0,16.0,300.0,18.75,transitorio
quindio,ahuyama,2008,2008A,3.0,3.0,60.0,20.0,transitorio
quindio,ahuyama,2008,2008A,1.0,1.0,20.0,15.0,transitorio
quindio,ahuyama,2008,2008A,1.0,1.0,24.0,20.0,transitorio
santander,ahuyama,2008,2008A,80.0,60.0,1800.0,30.0,transitorio
santander,ahuyama,2008,2008A,17.0,14.0,294.0,21.0,transitorio
sucre,ahuyama,2008,2008A,40.0,30.0,90.0,3.0,transitorio
tolima,ahuyama,2008,2008A,120.0,100.0,1000.0,10.0,transitorio
tolima,ahuyama,2008,2008A,50.0,47.0,940.0,20.0,transitorio
tolima,ahuyama,2008,2008A,8.0,8.0,240.0,30.0,transitorio
tolima,ahuyama,2008,2008A,2.0,2.0,14.0,7.0,transitorio
valle del cauca,ahuyama,2008,2008A,53.0,52.0,832.0,16.0,transitorio
valle del cauca,ahuyama,2008,2008A,35.0,23.0,345.0,15.0,transitorio
valle del cauca,ahuyama,2008,2008A,34.0,34.0,481.0,14.15,transitorio
valle del cauca,ahuyama,2008,2008A,30.0,21.0,273.0,13.0,transitorio
valle del cauca,ahuyama,2008,2008A,30.0,10.0,250.0,25.0,transitorio
valle del cauca,ahuyama,2008,2008A,28.0,28.0,688.0,25.0,transitorio
valle del cauca,ahuyama,2008,2008A,22.0,19.0,380.0,20.0,transitorio
valle del cauca,ahuyama,2008,2008A,20.0,3.0,3.0,1.0,transitorio
valle del cauca,ahuyama,2008,2008A,18.0,18.0,288.0,16.0,transitorio
valle del cauca,ahuyama,2008,2008A,15.0,15.0,440.0,29.33,transitorio
valle del cauca,ahuyama,2008,2008A,15.0,13.0,250.0,19.23,transitorio
valle del cauca,ahuyama,2008,2008A,15.0,12.0,144.0,12.0,transitorio
valle del cauca,ahuyama,2008,2008A,11.0,11.0,210.0,20.0,transitorio
valle del cauca,ahuyama,2008,2008A,10.0,6.0,108.0,18.0,transitorio
valle del cauca,ahuyama,2008,2008A,8.0,3.0,25.0,10.0,transitorio
valle del cauca,ahuyama,2008,2008A,5.0,5.0,60.0,12.0,transitorio
valle del cauca,ahuyama,2008,2008A,4.0,3.0,42.0,14.0,transitorio
valle del cauca,ahuyama,2008,2008A,3.0,3.0,27.0,9.0,transitorio
valle del cauca,ahuyama,2008,2008A,3.0,2.0,18.0,12.0,transitorio
valle del cauca,ahuyama,2008,2008A,1.0,1.0,18.0,18.0,transitorio
vichada,ahuyama,2008,2008A,58.0,58.0,60.0,1.03,transitorio
vichada,ahuyama,2008,2008A,8.0,8.0,24.0,3.0,transitorio
vichada,ahuyama,2008,2008A,2.0,2.0,5.0,2.5,transitorio
vichada,ahuyama,2008,2008A,1.0,1.0,6.0,5.5,transitorio
amazonas,ahuyama,2008,2008B,12.0,12.0,46.0,3.83,transitorio
antioquia,ahuyama,2008,2008B,80.0,80.0,800.0,10.0,transitorio
atlantico,ahuyama,2008,2008B,50.0,45.0,135.0,3.0,transitorio
atlantico,ahuyama,2008,2008B,40.0,25.0,500.0,20.0,transitorio
atlantico,ahuyama,2008,2008B,30.0,12.0,13.0,1.08,transitorio
atlantico,ahuyama,2008,2008B,18.0,15.0,225.0,15.0,transitorio
atlantico,ahuyama,2008,2008B,16.0,16.0,11.0,0.68,transitorio
atlantico,ahuyama,2008,2008B,16.0,13.0,260.0,20.0,transitorio
atlantico,ahuyama,2008,2008B,12.0,7.0,14.0,2.0,transitorio
atlantico,ahuyama,2008,2008B,5.0,2.0,6.0,3.0,transitorio
atlantico,ahuyama,2008,2008B,3.0,3.0,10.0,4.0,transitorio
bolivar,ahuyama,2008,2008B,120.0,9.0,36.0,4.0,transitorio
bolivar,ahuyama,2008,2008B,60.0,30.0,120.0,4.0,transitorio
bolivar,ahuyama,2008,2008B,50.0,45.0,520.0,11.56,transitorio
boyaca,ahuyama,2008,2008B,10.0,2.0,80.0,40.0,transitorio
boyaca,ahuyama,2008,2008B,8.0,8.0,120.0,15.0,transitorio
boyaca,ahuyama,2008,2008B,5.0,5.0,9.0,1.8,transitorio
boyaca,ahuyama,2008,2008B,4.0,3.0,20.0,6.67,transitorio
caldas,ahuyama,2008,2008B,2.0,2.0,40.0,20.0,transitorio
cauca,ahuyama,2008,2008B,60.0,58.0,696.0,12.0,transitorio
cauca,ahuyama,2008,2008B,35.0,35.0,438.0,12.5,transitorio
cauca,ahuyama,2008,2008B,25.0,8.0,40.0,5.0,transitorio
cauca,ahuyama,2008,2008B,23.0,23.0,115.0,5.0,transitorio
cauca,ahuyama,2008,2008B,22.0,12.0,120.0,10.0,transitorio
cauca,ahuyama,2008,2008B,5.0,5.0,53.0,10.6,transitorio
cesar,ahuyama,2008,2008B,300.0,120.0,1200.0,10.0,transitorio
cordoba,ahuyama,2008,2008B,5.0,5.0,75.0,15.0,transitorio
cordoba,ahuyama,2008,2008B,2.0,2.0,14.0,7.0,transitorio
cundinamarca,ahuyama,2008,2008B,35.0,30.0,344.0,11.47,transitorio
cundinamarca,ahuyama,2008,2008B,23.0,23.0,288.0,12.5,transitorio
cundinamarca,ahuyama,2008,2008B,20.0,20.0,440.0,22.0,transitorio
huila,ahuyama,2008,2008B,43.0,42.0,756.0,18.0,transitorio
huila,ahuyama,2008,2008B,25.0,23.0,345.0,15.0,transitorio
huila,ahuyama,2008,2008B,15.0,15.0,225.0,15.0,transitorio
huila,ahuyama,2008,2008B,15.0,12.0,228.0,19.0,transitorio
huila,ahuyama,2008,2008B,10.0,10.0,140.0,14.0,transitorio
huila,ahuyama,2008,2008B,8.0,8.0,144.0,18.0,transitorio
huila,ahuyama,2008,2008B,8.0,8.0,160.0,20.0,transitorio
huila,ahuyama,2008,2008B,7.0,7.0,91.0,13.0,transitorio
huila,ahuyama,2008,2008B,3.0,3.0,48.0,19.2,transitorio
huila,ahuyama,2008,2008B,2.0,2.0,30.0,15.0,transitorio
huila,ahuyama,2008,2008B,2.0,2.0,38.0,19.0,transitorio
huila,ahuyama,2008,2008B,1.0,1.0,15.0,15.0,transitorio
la guajira,ahuyama,2008,2008B,88.0,76.0,760.0,10.0,transitorio
la guajira,ahuyama,2008,2008B,75.0,75.0,450.0,6.0,transitorio
la guajira,ahuyama,2008,2008B,70.0,60.0,300.0,5.0,transitorio
la guajira,ahuyama,2008,2008B,40.0,40.0,160.0,4.0,transitorio
la guajira,ahuyama,2008,2008B,20.0,5.0,30.0,6.0,transitorio
la guajira,ahuyama,2008,2008B,18.0,16.0,96.0,6.0,transitorio
la guajira,ahuyama,2008,2008B,17.0,15.0,75.0,5.0,transitorio
la guajira,ahuyama,2008,2008B,16.0,5.0,20.0,4.0,transitorio
magdalena,ahuyama,2008,2008B,180.0,140.0,2800.0,20.0,transitorio
magdalena,ahuyama,2008,2008B,45.0,40.0,640.0,16.0,transitorio
norte de santander,ahuyama,2008,2008B,4.0,4.0,72.0,18.0,transitorio
norte de santander,ahuyama,2008,2008B,2.0,2.0,20.0,10.0,transitorio
quindio,ahuyama,2008,2008B,10.0,10.0,206.0,20.0,transitorio
quindio,ahuyama,2008,2008B,6.0,6.0,120.0,20.0,transitorio
quindio,ahuyama,2008,2008B,5.0,5.0,102.0,20.0,transitorio
santander,ahuyama,2008,2008B,100.0,90.0,2700.0,30.0,transitorio
santander,ahuyama,2008,2008B,21.0,17.0,340.0,20.0,transitorio
tolima,ahuyama,2008,2008B,120.0,100.0,1000.0,10.0,transitorio
tolima,ahuyama,2008,2008B,55.0,50.0,1000.0,20.0,transitorio
tolima,ahuyama,2008,2008B,9.0,9.0,315.0,35.0,transitorio
valle del cauca,ahuyama,2008,2008B,54.0,46.0,736.0,16.0,transitorio
valle del cauca,ahuyama,2008,2008B,40.0,28.0,364.0,13.0,transitorio
valle del cauca,ahuyama,2008,2008B,39.0,33.0,660.0,20.0,transitorio
valle del cauca,ahuyama,2008,2008B,30.0,23.0,345.0,15.0,transitorio
valle del cauca,ahuyama,2008,2008B,30.0,10.0,250.0,25.0,transitorio
valle del cauca,ahuyama,2008,2008B,20.0,3.0,3.0,1.0,transitorio
valle del cauca,ahuyama,2008,2008B,17.0,16.0,261.0,16.3,transitorio
valle del cauca,ahuyama,2008,2008B,16.0,16.0,352.0,22.0,transitorio
valle del cauca,ahuyama,2008,2008B,14.0,12.0,180.0,15.0,transitorio
valle del cauca,ahuyama,2008,2008B,12.0,5.0,95.0,19.0,transitorio
valle del cauca,ahuyama,2008,2008B,12.0,12.0,228.0,19.0,transitorio
valle del cauca,ahuyama,2008,2008B,12.0,12.0,290.0,25.22,transitorio
valle del cauca,ahuyama,2008,2008B,10.0,9.0,108.0,12.0,transitorio
valle del cauca,ahuyama,2008,2008B,4.0,4.0,52.0,13.0,transitorio
valle del cauca,ahuyama,2008,2008B,3.0,3.0,29.0,9.67,transitorio
valle del cauca,ahuyama,2008,2008B,3.0,3.0,45.0,15.0,transitorio
valle del cauca,ahuyama,2008,2008B,1.0,1.0,12.0,12.0,transitorio
vichada,ahuyama,2008,2008B,45.0,39.0,45.0,1.15,transitorio
vichada,ahuyama,2008,2008B,5.0,5.0,18.0,3.6,transitorio
vichada,ahuyama,2008,2008B,3.0,3.0,6.0,2.0,transitorio
antioquia,ahuyama,2009,2009A,60.0,60.0,600.0,10.0,transitorio
atlantico,ahuyama,2009,2009A,41.0,34.0,85.0,2.5,transitorio
atlantico,ahuyama,2009,2009A,40.0,30.0,450.0,15.0,transitorio
atlantico,ahuyama,2009,2009A,23.0,22.0,66.0,3.0,transitorio
atlantico,ahuyama,2009,2009A,21.0,2.0,10.0,5.0,transitorio
atlantico,ahuyama,2009,2009A,20.0,20.0,240.0,12.0,transitorio
atlantico,ahuyama,2009,2009A,20.0,4.0,8.0,2.0,transitorio
atlantico,ahuyama,2009,2009A,20.0,20.0,80.0,4.0,transitorio
atlantico,ahuyama,2009,2009A,15.0,15.0,75.0,5.0,transitorio
atlantico,ahuyama,2009,2009A,13.0,13.0,260.0,20.0,transitorio
atlantico,ahuyama,2009,2009A,6.0,5.0,20.0,4.0,transitorio
atlantico,ahuyama,2009,2009A,4.0,1.0,15.0,10.0,transitorio
atlantico,ahuyama,2009,2009A,2.0,2.0,1.0,0.4,transitorio
bolivar,ahuyama,2009,2009A,220.0,220.0,2640.0,12.0,transitorio
bolivar,ahuyama,2009,2009A,70.0,70.0,700.0,10.0,transitorio
bolivar,ahuyama,2009,2009A,50.0,50.0,350.0,7.0,transitorio
bolivar,ahuyama,2009,2009A,35.0,35.0,420.0,12.0,transitorio
bolivar,ahuyama,2009,2009A,35.0,35.0,245.0,7.0,transitorio
boyaca,ahuyama,2009,2009A,100.0,100.0,750.0,7.5,transitorio
boyaca,ahuyama,2009,2009A,8.0,8.0,112.0,14.9,transitorio
boyaca,ahuyama,2009,2009A,5.0,5.0,42.0,8.4,transitorio
boyaca,ahuyama,2009,2009A,5.0,5.0,200.0,40.0,transitorio
boyaca,ahuyama,2009,2009A,5.0,5.0,27.0,6.0,transitorio
caldas,ahuyama,2009,2009A,3.0,3.0,50.0,20.0,transitorio
cauca,ahuyama,2009,2009A,53.0,47.0,94.0,2.0,transitorio
cauca,ahuyama,2009,2009A,30.0,21.0,192.0,9.14,transitorio
cauca,ahuyama,2009,2009A,27.0,21.0,105.0,5.0,transitorio
cauca,ahuyama,2009,2009A,22.0,22.0,281.0,13.0,transitorio
cauca,ahuyama,2009,2009A,4.0,4.0,32.0,8.0,transitorio
cesar,ahuyama,2009,2009A,100.0,100.0,1500.0,15.0,transitorio
cesar,ahuyama,2009,2009A,80.0,50.0,750.0,15.0,transitorio
cesar,ahuyama,2009,2009A,10.0,9.0,135.0,15.0,transitorio
cordoba,ahuyama,2009,2009A,15.0,15.0,105.0,7.0,transitorio
cordoba,ahuyama,2009,2009A,8.0,8.0,160.0,20.0,transitorio
cordoba,ahuyama,2009,2009A,6.0,6.0,72.0,12.0,transitorio
cundinamarca,ahuyama,2009,2009A,220.0,210.0,1260.0,6.0,transitorio
cundinamarca,ahuyama,2009,2009A,40.0,40.0,480.0,12.0,transitorio
cundinamarca,ahuyama,2009,2009A,20.0,19.0,190.0,10.0,transitorio
cundinamarca,ahuyama,2009,2009A,15.0,15.0,300.0,20.0,transitorio
cundinamarca,ahuyama,2009,2009A,8.0,8.0,16.0,2.0,transitorio
cundinamarca,ahuyama,2009,2009A,4.0,3.0,26.0,8.5,transitorio
huila,ahuyama,2009,2009A,50.0,46.0,774.0,17.0,transitorio
huila,ahuyama,2009,2009A,20.0,18.0,279.0,15.5,transitorio
huila,ahuyama,2009,2009A,15.0,15.0,225.0,15.0,transitorio
huila,ahuyama,2009,2009A,12.0,9.0,145.0,17.0,transitorio
huila,ahuyama,2009,2009A,8.0,8.0,144.0,18.0,transitorio
huila,ahuyama,2009,2009A,7.0,5.0,78.0,15.5,transitorio
huila,ahuyama,2009,2009A,6.0,6.0,93.0,15.5,transitorio
huila,ahuyama,2009,2009A,3.0,3.0,24.0,8.0,transitorio
la guajira,ahuyama,2009,2009A,40.0,22.0,154.0,7.0,transitorio
la guajira,ahuyama,2009,2009A,26.0,15.0,135.0,9.0,transitorio
la guajira,ahuyama,2009,2009A,25.0,22.0,132.0,6.0,transitorio
la guajira,ahuyama,2009,2009A,22.0,16.0,96.0,6.0,transitorio
la guajira,ahuyama,2009,2009A,20.0,18.0,90.0,5.0,transitorio
la guajira,ahuyama,2009,2009A,6.0,6.0,36.0,6.0,transitorio
la guajira,ahuyama,2009,2009A,6.0,5.0,40.0,8.0,transitorio
magdalena,ahuyama,2009,2009A,65.0,50.0,750.0,15.0,transitorio
magdalena,ahuyama,2009,2009A,10.0,5.0,75.0,15.0,transitorio
magdalena,ahuyama,2009,2009A,10.0,8.0,128.0,16.0,transitorio
